Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/03/2025 - 03:13:29,SCI,-42.82,,37.99,9.74,12.96
Sample 00005 06/03/2025 - 03:13:33,SCI,-43.06,,37.98,9.59,12.87
Sample 00006 06/03/2025 - 03:13:37,SCI,-43.14,,37.99,9.50,12.82
