Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00010 01/10/2025 - 02:08:58,SCI,-71.98,,25.16,6.38,8.08
Sample 00011 01/10/2025 - 02:09:02,SCI,-71.85,,24.98,6.51,8.20
Sample 00012 01/10/2025 - 02:09:07,SCI,-71.44,,25.19,6.58,8.33
