Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/17/2025 - 04:54:16,SCI,-18.83,,44.29,9.46,16.74
Sample 00002 06/17/2025 - 04:54:21,SCI,-19.15,,44.20,9.42,16.69
Sample 00003 06/17/2025 - 04:54:25,SCI,-19.46,,44.13,9.36,16.61
