Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 05/22/2025 - 03:11:32,SCI,-48.10,,36.94,9.65,11.72
Sample 00007 05/22/2025 - 03:11:36,SCI,-47.26,,37.24,9.52,11.79
Sample 00008 05/22/2025 - 03:11:41,SCI,-46.73,,37.34,9.42,11.92
