Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 06/27/2025 - 08:42:35,SCI,-32.34,,40.33,9.25,15.27
Sample 00007 06/27/2025 - 08:42:40,SCI,-33.48,,39.98,8.96,15.15
Sample 00008 06/27/2025 - 08:42:44,SCI,-33.22,,40.10,8.90,15.12
