Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00007 06/27/2025 - 06:34:00,SCI,-41.92,,36.64,9.42,14.88
Sample 00008 06/27/2025 - 06:34:04,SCI,-42.38,,36.52,9.36,14.78
Sample 00009 06/27/2025 - 06:34:08,SCI,-42.12,,36.68,9.37,14.72
