Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00009 06/17/2025 - 06:33:29,SCI,-21.71,,44.76,14.17,13.16
Sample 00010 06/17/2025 - 06:33:34,SCI,-21.77,,44.76,14.14,13.12
Sample 00011 06/17/2025 - 06:33:38,SCI,-21.40,,44.86,14.16,13.11
