Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/27/2025 - 04:03:06,SCI,2.13,,50.68,8.36,18.29
Sample 00002 06/27/2025 - 04:03:10,SCI,2.59,,50.83,8.52,18.30
Sample 00003 06/27/2025 - 04:03:14,SCI,3.28,,51.05,8.57,18.32
