Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/08/2025 - 04:08:42,SCI,-58.71,,32.31,7.92,10.75
Sample 00002 05/08/2025 - 04:08:47,SCI,-58.55,,32.37,7.97,10.78
Sample 00003 05/08/2025 - 04:08:51,SCI,-58.26,,32.51,7.92,10.82
