Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/09/2025 - 06:40:01,SCI,-36.02,,39.02,10.38,15.10
Sample 00002 01/09/2025 - 06:40:05,SCI,-36.11,,39.04,10.79,15.03
Sample 00003 01/09/2025 - 06:40:09,SCI,-36.52,,38.93,10.88,14.96
