Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/15/2025 - 06:02:44,SCI,-40.52,,39.39,9.99,12.41
Sample 00002 04/15/2025 - 06:02:49,SCI,-41.36,,39.27,9.93,12.19
Sample 00003 04/15/2025 - 06:02:53,SCI,-41.81,,39.20,9.88,12.07
