Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 01/10/2025 - 02:51:23,SCI,-63.94,,31.85,7.45,8.88
Sample 00004 01/10/2025 - 02:51:28,SCI,-64.24,,31.75,7.41,8.81
Sample 00005 01/10/2025 - 02:51:33,SCI,-64.58,,31.64,7.36,8.73
