Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/28/2025 - 04:31:16,SCI,-16.54,,44.95,9.38,17.01
Sample 00002 05/28/2025 - 04:31:20,SCI,-15.65,,45.22,9.36,17.07
Sample 00003 05/28/2025 - 04:31:24,SCI,-15.43,,45.28,9.22,17.09
