Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/19/2025 - 02:51:06,SCI,-40.52,,38.06,8.68,13.97
Sample 00002 06/19/2025 - 02:51:11,SCI,-40.84,,38.00,8.80,13.88
Sample 00003 06/19/2025 - 02:51:16,SCI,-40.81,,38.03,8.67,13.87
