Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00013 06/27/2025 - 08:15:30,SCI,-67.15,,27.31,6.77,9.57
Sample 00014 06/27/2025 - 08:15:34,SCI,-68.65,,26.49,6.50,9.19
Sample 00015 06/27/2025 - 08:15:38,SCI,-67.48,,27.31,6.57,9.41
