Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/27/2025 - 09:41:30,SCI,-16.09,,44.83,9.22,17.92
Sample 00002 06/27/2025 - 09:41:34,SCI,-16.84,,44.65,9.42,17.68
Sample 00003 06/27/2025 - 09:41:38,SCI,-17.60,,44.47,9.53,17.45
