Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 06/27/2025 - 06:24:38,SCI,-49.76,,35.36,8.07,12.39
Sample 00006 06/27/2025 - 06:24:42,SCI,-49.84,,35.60,8.16,12.15
Sample 00007 06/27/2025 - 06:24:46,SCI,-49.13,,35.98,8.53,12.14
