Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 05/28/2025 - 03:31:14,SCI,-41.49,,38.43,10.12,13.08
Sample 00005 05/28/2025 - 03:31:19,SCI,-41.42,,38.45,10.03,13.09
Sample 00006 05/28/2025 - 03:31:23,SCI,-42.39,,38.20,9.65,12.92
