Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/10/2025 - 03:55:55,SCI,-42.76,,37.56,9.04,13.46
Sample 00002 01/10/2025 - 03:56:00,SCI,-41.36,,38.13,9.06,13.48
Sample 00003 01/10/2025 - 03:56:04,SCI,-41.08,,38.24,9.11,13.50
