Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/11/2025 - 09:41:05,SCI,7.14,,52.08,7.58,16.62
Sample 00002 06/11/2025 - 09:41:10,SCI,8.29,,52.41,7.61,16.55
Sample 00003 06/11/2025 - 09:41:14,SCI,7.35,,52.12,7.76,16.46
