Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00013 05/08/2025 - 05:25:23,SCI,-43.74,,36.71,8.57,13.89
Sample 00014 05/08/2025 - 05:25:27,SCI,-42.49,,37.09,8.66,14.10
Sample 00015 05/08/2025 - 05:25:31,SCI,-42.65,,37.05,8.68,14.06
