Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 06/03/2025 - 04:30:10,SCI,-30.60,,41.97,8.57,13.57
Sample 00006 06/03/2025 - 04:30:16,SCI,-32.36,,41.47,8.64,13.46
Sample 00007 06/03/2025 - 04:30:20,SCI,-31.33,,41.77,8.98,13.53
