Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/17/2025 - 05:32:03,SCI,-35.55,,39.86,8.86,14.18
Sample 00002 04/17/2025 - 05:32:09,SCI,-36.45,,39.63,8.87,14.04
Sample 00003 04/17/2025 - 05:32:14,SCI,-36.34,,39.74,8.72,13.95
