Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 06/27/2025 - 07:59:41,SCI,-48.98,,36.49,7.88,11.75
Sample 00004 06/27/2025 - 07:59:45,SCI,-49.05,,36.53,8.05,11.69
Sample 00005 06/27/2025 - 07:59:50,SCI,-49.52,,36.42,8.13,11.59
