Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 06/27/2025 - 08:33:11,SCI,-42.29,,37.40,9.21,13.86
Sample 00007 06/27/2025 - 08:33:15,SCI,-41.98,,37.51,9.16,13.89
Sample 00008 06/27/2025 - 08:33:19,SCI,-43.46,,37.05,9.17,13.67
