Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 05/15/2025 - 04:09:25,SCI,-36.54,,40.11,8.20,13.35
Sample 00007 05/15/2025 - 04:09:30,SCI,-36.77,,40.06,8.22,13.30
Sample 00008 05/15/2025 - 04:09:34,SCI,-36.86,,40.03,8.15,13.30
