Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/27/2025 - 06:31:16,SCI,-35.15,,39.74,10.02,14.57
Sample 00005 06/27/2025 - 06:31:20,SCI,-35.26,,39.74,9.91,14.51
Sample 00006 06/27/2025 - 06:31:24,SCI,-35.60,,39.75,9.57,14.32
