Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 06/11/2025 - 04:47:39,SCI,-8.58,,47.40,9.28,17.21
Sample 00004 06/11/2025 - 04:47:43,SCI,-8.41,,47.45,9.29,17.24
Sample 00005 06/11/2025 - 04:47:47,SCI,-8.07,,47.55,9.12,17.30
