Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 06/27/2025 - 04:14:18,SCI,-57.19,,33.09,8.35,10.90
Sample 00004 06/27/2025 - 04:14:24,SCI,-56.80,,33.25,8.30,10.96
Sample 00005 06/27/2025 - 04:14:28,SCI,-56.37,,33.41,8.42,11.04
