Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/10/2025 - 05:44:20,SCI,-63.27,,28.88,9.06,10.63
Sample 00002 06/10/2025 - 05:44:24,SCI,-63.17,,29.26,9.06,10.49
Sample 00003 06/10/2025 - 05:44:29,SCI,-63.26,,29.33,9.00,10.41
