Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/06/2025 - 02:44:16,SCI,-45.85,,36.92,9.78,12.70
Sample 00002 05/06/2025 - 02:44:20,SCI,-45.68,,37.03,9.67,12.67
Sample 00003 05/06/2025 - 02:44:24,SCI,-45.77,,37.01,9.52,12.65
