Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 01/09/2025 - 03:54:19,SCI,-56.29,,34.85,8.03,10.11
Sample 00005 01/09/2025 - 03:54:23,SCI,-56.06,,35.03,8.02,10.08
Sample 00006 01/09/2025 - 03:54:28,SCI,-55.11,,35.43,8.03,10.16
