Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/29/2025 - 05:27:43,SCI,-45.72,,35.50,10.02,14.14
Sample 00002 04/29/2025 - 05:27:47,SCI,-45.21,,35.66,9.96,14.23
Sample 00003 04/29/2025 - 05:27:52,SCI,-44.50,,35.95,10.00,14.30
