Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 01/10/2025 - 01:51:45,SCI,-61.66,,33.22,7.49,9.05
Sample 00005 01/10/2025 - 01:51:53,SCI,-61.83,,33.39,7.59,8.90
Sample 00006 01/10/2025 - 01:51:57,SCI,-62.94,,33.02,7.47,8.68
