Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/08/2025 - 01:58:10,SCI,-63.56,,30.61,7.69,9.64
Sample 00002 05/08/2025 - 01:58:14,SCI,-63.25,,30.81,7.78,9.67
Sample 00003 05/08/2025 - 01:58:19,SCI,-62.50,,31.20,7.83,9.79
