Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/09/2025 - 04:28:09,SCI,-28.85,,42.18,9.09,14.21
Sample 00002 01/09/2025 - 04:28:14,SCI,-30.28,,41.90,9.16,13.87
Sample 00003 01/09/2025 - 04:28:18,SCI,-30.20,,41.94,9.04,13.84
