Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/10/2025 - 05:27:46,SCI,-23.60,,42.02,9.99,18.28
Sample 00002 06/10/2025 - 05:27:50,SCI,-24.45,,41.82,9.99,17.98
Sample 00003 06/10/2025 - 05:27:54,SCI,-23.65,,42.03,9.94,18.19
