Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/17/2025 - 06:20:58,SCI,-70.38,,30.02,6.82,7.12
Sample 00002 04/17/2025 - 06:21:03,SCI,-70.64,,29.93,6.70,7.05
Sample 00003 04/17/2025 - 06:21:07,SCI,-70.70,,29.96,6.64,7.02
