Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 01/10/2025 - 04:03:31,SCI,-63.69,,30.76,7.71,9.51
Sample 00005 01/10/2025 - 04:03:35,SCI,-64.88,,30.31,7.43,9.23
Sample 00006 01/10/2025 - 04:03:40,SCI,-64.75,,30.45,7.39,9.22
