Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/20/2025 - 04:22:00,SCI,-65.06,,29.44,7.66,9.56
Sample 00002 05/20/2025 - 04:22:04,SCI,-65.69,,29.02,7.56,9.48
Sample 00003 05/20/2025 - 04:22:08,SCI,-65.38,,29.24,7.61,9.51
