Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 01/10/2025 - 03:10:20,SCI,-59.89,,31.15,8.74,10.94
Sample 00004 01/10/2025 - 03:10:24,SCI,-59.36,,31.37,8.77,11.03
Sample 00005 01/10/2025 - 03:10:29,SCI,-58.50,,31.67,8.79,11.23
