Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/20/2025 - 09:22:06,SCI,-40.50,,36.67,10.34,15.60
Sample 00002 05/20/2025 - 09:22:10,SCI,-40.34,,36.78,10.36,15.57
Sample 00003 05/20/2025 - 09:22:15,SCI,-40.43,,36.74,10.32,15.56
