Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/03/2025 - 02:15:42,SCI,-39.35,,39.65,10.46,12.63
Sample 00005 06/03/2025 - 02:15:46,SCI,-39.53,,39.70,10.59,12.48
Sample 00006 06/03/2025 - 02:15:50,SCI,-39.82,,39.75,10.57,12.30
