Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/27/2025 - 02:48:25,SCI,-53.36,,34.86,7.45,11.26
Sample 00002 05/27/2025 - 02:48:29,SCI,-54.51,,34.53,7.55,11.03
Sample 00003 05/27/2025 - 02:48:34,SCI,-54.19,,34.68,7.54,11.06
