Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 05/22/2025 - 01:50:36,SCI,-27.82,,41.71,9.34,15.70
Sample 00006 05/22/2025 - 01:50:40,SCI,-28.35,,41.58,9.39,15.60
Sample 00007 05/22/2025 - 01:50:44,SCI,-28.07,,41.67,9.40,15.63
