Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/27/2025 - 06:06:20,SCI,-26.77,,42.16,9.03,15.54
Sample 00002 05/27/2025 - 06:06:25,SCI,-27.30,,42.04,8.90,15.43
Sample 00003 05/27/2025 - 06:06:29,SCI,-28.45,,41.70,8.93,15.32
