Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 06/11/2025 - 04:45:24,SCI,-55.94,,32.91,7.71,11.55
Sample 00006 06/11/2025 - 04:45:28,SCI,-55.86,,33.04,7.72,11.50
Sample 00007 06/11/2025 - 04:45:32,SCI,-54.98,,33.73,7.70,11.40
