Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00005 04/29/2025 - 04:06:45,SCI,-56.63,,32.63,8.81,11.44
Sample 00006 04/29/2025 - 04:06:49,SCI,-55.59,,33.09,8.88,11.58
Sample 00007 04/29/2025 - 04:06:53,SCI,-55.68,,33.10,8.88,11.54
