Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/29/2025 - 02:32:14,SCI,-59.58,,29.67,8.77,11.94
Sample 00002 04/29/2025 - 02:32:18,SCI,-58.44,,30.41,8.82,12.03
Sample 00003 04/29/2025 - 02:32:22,SCI,-57.74,,30.95,8.93,12.02
