Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/15/2025 - 03:11:38,SCI,-45.66,,36.83,9.58,12.87
Sample 00002 04/15/2025 - 03:11:42,SCI,-45.46,,36.88,9.56,12.91
Sample 00003 04/15/2025 - 03:11:46,SCI,-44.90,,37.09,9.51,12.96
