Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/10/2025 - 04:15:45,SCI,-70.41,,30.42,6.00,6.97
Sample 00002 01/10/2025 - 04:15:50,SCI,-70.17,,30.63,5.95,6.98
Sample 00003 01/10/2025 - 04:15:55,SCI,-70.11,,30.72,5.97,6.98
