Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/11/2025 - 04:50:50,SCI,-73.35,,29.72,4.76,6.06
Sample 00002 06/11/2025 - 04:50:54,SCI,-72.90,,29.87,4.81,6.19
Sample 00003 06/11/2025 - 04:50:58,SCI,-72.77,,29.92,4.90,6.23
