Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/10/2025 - 03:03:51,SCI,-60.37,,30.44,9.33,11.13
Sample 00002 01/10/2025 - 03:03:55,SCI,-60.10,,30.57,9.35,11.17
Sample 00003 01/10/2025 - 03:04:00,SCI,-59.50,,30.85,9.41,11.28
