Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/22/2025 - 05:41:36,SCI,-59.08,,32.03,8.20,10.76
Sample 00002 04/22/2025 - 05:41:40,SCI,-57.41,,32.79,8.26,11.00
Sample 00003 04/22/2025 - 05:41:45,SCI,-58.78,,32.00,8.25,10.91
