Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00003 05/20/2025 - 04:35:18,SCI,-43.08,,36.77,9.01,14.15
Sample 00004 05/20/2025 - 04:35:22,SCI,-42.65,,36.88,8.95,14.25
Sample 00005 05/20/2025 - 04:35:27,SCI,-43.26,,36.74,9.11,14.09
