Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/28/2025 - 07:39:16,SCI,-6.63,,48.13,8.11,16.13
Sample 00002 05/28/2025 - 07:39:20,SCI,-6.50,,48.17,8.20,16.06
Sample 00003 05/28/2025 - 07:39:24,SCI,-5.58,,48.43,8.33,16.07
