Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 06/11/2025 - 06:23:30,SCI,-63.11,,30.58,8.15,9.85
Sample 00002 06/11/2025 - 06:23:34,SCI,-62.56,,30.93,8.16,9.90
Sample 00003 06/11/2025 - 06:23:38,SCI,-62.46,,30.98,8.17,9.92
