Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00004 06/03/2025 - 03:50:08,SCI,-54.57,,33.65,9.07,11.63
Sample 00005 06/03/2025 - 03:50:12,SCI,-54.55,,33.70,9.03,11.61
Sample 00006 06/03/2025 - 03:50:16,SCI,-54.37,,33.78,8.97,11.62
