Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00006 04/22/2025 - 03:40:46,SCI,-39.04,,39.22,9.66,13.30
Sample 00007 04/22/2025 - 03:40:51,SCI,-40.16,,39.03,9.66,13.00
Sample 00008 04/22/2025 - 03:40:56,SCI,-40.68,,38.99,9.78,12.80
