Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/24/2025 - 03:54:15,SCI,-22.00,,43.57,8.63,15.92
Sample 00002 04/24/2025 - 03:54:19,SCI,-20.60,,43.95,8.65,16.11
Sample 00003 04/24/2025 - 03:54:23,SCI,-20.27,,44.05,8.59,16.11
