Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 01/28/2025 - 01:04:09,SCI,-57.14,,29.75,8.71,13.08
Sample 00002 01/28/2025 - 01:04:14,SCI,-56.85,,29.87,8.60,13.15
Sample 00003 01/28/2025 - 01:04:18,SCI,-56.83,,29.90,8.57,13.14
