Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 05/20/2025 - 10:36:29,SCI,-18.54,,44.04,10.53,17.76
Sample 00002 05/20/2025 - 10:36:33,SCI,-18.27,,44.15,10.04,17.74
Sample 00003 05/20/2025 - 10:36:37,SCI,-17.55,,44.32,10.19,17.96
