Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00007 04/30/2025 - 04:09:05,SCI,-35.44,,39.70,10.65,14.47
Sample 00008 04/30/2025 - 04:09:09,SCI,-35.87,,39.72,10.52,14.22
Sample 00009 04/30/2025 - 04:09:13,SCI,-37.17,,39.28,10.50,14.13
