Data Name,Specular Component,ITA D65_10°,Pseudo Color(10°/D65),L*(10°/D65),a*(10°/D65),b*(10°/D65)
Sample 00001 04/15/2025 - 04:17:33,SCI,-58.22,,33.49,8.24,10.23
Sample 00002 04/15/2025 - 04:17:37,SCI,-57.93,,33.55,8.24,10.31
Sample 00003 04/15/2025 - 04:17:41,SCI,-57.34,,33.73,8.25,10.43
